,Ping (ms),Download (Mbit/s),Upload (Mbit/s),Datetime,Date,Time
337,20.348,92.36,12.74,24/11/2016 16:27,2016-11-24,16:27:00
338,19.203,92.78,13.52,24/11/2016 16:27,2016-11-24,16:27:00
339,18.927,92.47,13.25,24/11/2016 16:28,2016-11-24,16:28:00
340,19.406,91.51,13.92,24/11/2016 16:28,2016-11-24,16:28:00
341,19.115,92.17,14.42,24/11/2016 16:29,2016-11-24,16:29:00
342,19.294,92.52,14.51,24/11/2016 16:29,2016-11-24,16:29:00
343,21.279,92.36,13.77,24/11/2016 16:30,2016-11-24,16:30:00
344,22.478,92.23,14.32,24/11/2016 16:30,2016-11-24,16:30:00
345,19.819000000000003,92.36,14.06,24/11/2016 16:31,2016-11-24,16:31:00
346,22.343000000000004,92.76,14.18,24/11/2016 16:31,2016-11-24,16:31:00
347,19.914,91.83,14.05,24/11/2016 16:32,2016-11-24,16:32:00
348,17.355,91.17,14.48,24/11/2016 16:32,2016-11-24,16:32:00
349,18.756,90.09,14.47,24/11/2016 16:33,2016-11-24,16:33:00
350,20.576,91.89,14.14,24/11/2016 16:33,2016-11-24,16:33:00
351,18.652,92.48,13.85,24/11/2016 16:34,2016-11-24,16:34:00
352,19.985,92.25,13.98,24/11/2016 16:34,2016-11-24,16:34:00
353,18.769000000000002,88.16,13.88,24/11/2016 16:35,2016-11-24,16:35:00
354,21.599,92.08,14.23,24/11/2016 16:35,2016-11-24,16:35:00
355,21.475,91.64,14.23,24/11/2016 16:36,2016-11-24,16:36:00
356,19.02,92.49,13.99,24/11/2016 16:36,2016-11-24,16:36:00
357,19.27,92.08,14.31,24/11/2016 16:37,2016-11-24,16:37:00
358,19.308,90.85,14.25,24/11/2016 16:37,2016-11-24,16:37:00
359,22.888,90.61,14.17,24/11/2016 16:38,2016-11-24,16:38:00
360,20.148,91.76,14.04,24/11/2016 16:38,2016-11-24,16:38:00
361,23.361,90.64,14.16,24/11/2016 16:39,2016-11-24,16:39:00
362,19.024,92.32,14.54,24/11/2016 16:39,2016-11-24,16:39:00
363,18.896,92.47,14.34,24/11/2016 16:40,2016-11-24,16:40:00
364,22.570999999999998,91.68,14.06,24/11/2016 16:40,2016-11-24,16:40:00
365,22.136,92.22,13.94,24/11/2016 16:41,2016-11-24,16:41:00
366,19.885,89.86,14.23,24/11/2016 16:41,2016-11-24,16:41:00
367,18.199,92.29,10.9,24/11/2016 16:42,2016-11-24,16:42:00
368,25.933000000000003,90.3,13.76,24/11/2016 16:43,2016-11-24,16:43:00
369,20.067999999999998,91.77,14.24,24/11/2016 16:43,2016-11-24,16:43:00
370,19.33,92.2,14.35,24/11/2016 16:44,2016-11-24,16:44:00
371,22.246,90.51,14.04,24/11/2016 16:44,2016-11-24,16:44:00
372,22.346,91.5,13.6,24/11/2016 16:45,2016-11-24,16:45:00
373,21.009,91.69,13.99,24/11/2016 16:45,2016-11-24,16:45:00
374,21.801,92.41,9.77,24/11/2016 16:46,2016-11-24,16:46:00
375,18.76,92.19,13.88,24/11/2016 16:46,2016-11-24,16:46:00
376,20.999000000000002,92.24,13.33,24/11/2016 16:47,2016-11-24,16:47:00
377,19.565,89.07,13.64,24/11/2016 16:47,2016-11-24,16:47:00
378,25.274,90.66,14.01,24/11/2016 16:48,2016-11-24,16:48:00
379,19.283,90.69,13.33,24/11/2016 16:48,2016-11-24,16:48:00
380,22.689,90.53,13.3,24/11/2016 16:49,2016-11-24,16:49:00
381,27.662,88.17,10.63,24/11/2016 16:49,2016-11-24,16:49:00
382,17.921,89.84,14.08,24/11/2016 16:50,2016-11-24,16:50:00
383,20.452,91.61,14.21,24/11/2016 16:50,2016-11-24,16:50:00
384,19.624000000000002,91.1,13.25,24/11/2016 16:51,2016-11-24,16:51:00
385,18.44,92.65,13.84,24/11/2016 16:51,2016-11-24,16:51:00
386,24.559,89.87,13.61,24/11/2016 16:52,2016-11-24,16:52:00
387,19.596,89.31,13.46,24/11/2016 16:52,2016-11-24,16:52:00
388,22.921999999999997,92.58,13.07,24/11/2016 16:53,2016-11-24,16:53:00
389,23.236,92.03,13.74,24/11/2016 16:53,2016-11-24,16:53:00
390,26.869,92.05,13.92,24/11/2016 16:54,2016-11-24,16:54:00
391,22.180999999999997,92.16,13.97,24/11/2016 16:54,2016-11-24,16:54:00
392,21.874000000000002,87.18,13.71,24/11/2016 16:55,2016-11-24,16:55:00
393,20.038,91.79,14.14,24/11/2016 16:55,2016-11-24,16:55:00
394,21.666999999999998,91.76,14.07,24/11/2016 16:56,2016-11-24,16:56:00
395,19.829,92.4,14.32,24/11/2016 16:56,2016-11-24,16:56:00
396,21.561,92.23,14.38,24/11/2016 16:57,2016-11-24,16:57:00
397,21.491999999999997,89.93,14.01,24/11/2016 16:57,2016-11-24,16:57:00
398,21.665,91.39,13.47,24/11/2016 16:58,2016-11-24,16:58:00
399,20.753,87.7,13.95,24/11/2016 16:58,2016-11-24,16:58:00
400,20.776999999999997,90.52,14.12,24/11/2016 16:59,2016-11-24,16:59:00
401,17.827,92.85,12.75,24/11/2016 16:59,2016-11-24,16:59:00
402,22.945,90.89,10.32,24/11/2016 17:00,2016-11-24,17:00:00
403,24.298000000000002,84.78,14.1,24/11/2016 17:00,2016-11-24,17:00:00
404,23.326,91.54,13.81,24/11/2016 17:01,2016-11-24,17:01:00
405,23.230999999999998,90.99,13.54,24/11/2016 17:01,2016-11-24,17:01:00
406,20.442,92.86,14.03,24/11/2016 17:02,2016-11-24,17:02:00
407,20.8,92.87,13.98,24/11/2016 17:02,2016-11-24,17:02:00
408,22.576,89.72,13.24,24/11/2016 17:03,2016-11-24,17:03:00
409,21.781999999999996,59.71,13.69,24/11/2016 17:03,2016-11-24,17:03:00
410,20.116,92.64,14.13,24/11/2016 17:04,2016-11-24,17:04:00
411,17.957,91.9,14.05,24/11/2016 17:04,2016-11-24,17:04:00
412,21.971999999999998,75.13,14.39,24/11/2016 17:05,2016-11-24,17:05:00
413,20.029,92.59,14.22,24/11/2016 17:05,2016-11-24,17:05:00
414,22.818,90.7,13.91,24/11/2016 17:06,2016-11-24,17:06:00
415,21.136999999999997,92.39,14.36,24/11/2016 17:06,2016-11-24,17:06:00
416,18.715,87.05,14.51,24/11/2016 17:07,2016-11-24,17:07:00
417,21.525,92.27,14.46,24/11/2016 17:07,2016-11-24,17:07:00
418,22.539,89.43,14.1,24/11/2016 17:08,2016-11-24,17:08:00
419,20.491999999999997,91.57,14.04,24/11/2016 17:08,2016-11-24,17:08:00
420,21.133000000000003,91.77,13.4,24/11/2016 17:09,2016-11-24,17:09:00
421,19.242,89.64,13.46,24/11/2016 17:09,2016-11-24,17:09:00
422,22.424,92.48,12.97,24/11/2016 17:10,2016-11-24,17:10:00
423,26.1,91.59,13.34,24/11/2016 17:10,2016-11-24,17:10:00
424,20.906,92.65,13.87,24/11/2016 17:11,2016-11-24,17:11:00
425,18.261,91.82,14.24,24/11/2016 17:11,2016-11-24,17:11:00
426,17.305999999999997,92.21,14.06,24/11/2016 17:12,2016-11-24,17:12:00
427,19.516,92.62,14.09,24/11/2016 17:12,2016-11-24,17:12:00
428,23.180999999999997,92.09,14.03,24/11/2016 17:13,2016-11-24,17:13:00
429,18.527,90.63,13.88,24/11/2016 17:13,2016-11-24,17:13:00
430,21.381,92.42,13.95,24/11/2016 17:14,2016-11-24,17:14:00
431,28.074,90.22,14.07,24/11/2016 17:14,2016-11-24,17:14:00
432,19.97,73.08,13.92,24/11/2016 17:15,2016-11-24,17:15:00
433,18.715999999999998,90.04,14.34,24/11/2016 17:15,2016-11-24,17:15:00
434,17.808,92.61,13.92,24/11/2016 17:16,2016-11-24,17:16:00
435,20.901,92.51,13.96,24/11/2016 17:16,2016-11-24,17:16:00
436,20.174,92.42,14.17,24/11/2016 17:17,2016-11-24,17:17:00
437,19.41,92.51,14.45,24/11/2016 17:17,2016-11-24,17:17:00
438,21.159000000000002,92.04,13.68,24/11/2016 17:18,2016-11-24,17:18:00
439,20.884,91.68,13.59,24/11/2016 17:18,2016-11-24,17:18:00
440,19.361,92.78,14.02,24/11/2016 17:19,2016-11-24,17:19:00
441,19.875999999999998,91.3,14.13,24/11/2016 17:19,2016-11-24,17:19:00
442,18.166,92.02,13.98,24/11/2016 17:20,2016-11-24,17:20:00
443,19.458,91.07,14.18,24/11/2016 17:20,2016-11-24,17:20:00
444,19.117,91.26,13.78,24/11/2016 17:21,2016-11-24,17:21:00
445,19.55,91.95,13.19,24/11/2016 17:21,2016-11-24,17:21:00
446,20.761,91.77,13.74,24/11/2016 17:22,2016-11-24,17:22:00
447,20.058,91.57,13.69,24/11/2016 17:22,2016-11-24,17:22:00
448,18.755,92.32,13.6,24/11/2016 17:23,2016-11-24,17:23:00
449,19.283,88.73,13.75,24/11/2016 17:23,2016-11-24,17:23:00
450,30.099,87.21,13.58,24/11/2016 17:24,2016-11-24,17:24:00
451,24.125,91.68,14.02,24/11/2016 17:25,2016-11-24,17:25:00
452,20.012,92.05,14.24,24/11/2016 17:25,2016-11-24,17:25:00
453,23.519000000000002,91.84,13.8,24/11/2016 17:26,2016-11-24,17:26:00
454,17.702,92.6,14.18,24/11/2016 17:26,2016-11-24,17:26:00
455,20.02,91.82,13.78,24/11/2016 17:27,2016-11-24,17:27:00
456,19.83,91.07,14.08,24/11/2016 17:27,2016-11-24,17:27:00
457,23.013,92.07,13.84,24/11/2016 17:28,2016-11-24,17:28:00
458,21.436999999999998,90.4,14.22,24/11/2016 17:28,2016-11-24,17:28:00
459,19.121,91.86,13.99,24/11/2016 17:29,2016-11-24,17:29:00
460,22.998,91.89,12.3,24/11/2016 17:29,2016-11-24,17:29:00
461,76.528,91.42,9.21,24/11/2016 17:30,2016-11-24,17:30:00
462,66.9,88.89,7.73,24/11/2016 17:30,2016-11-24,17:30:00
463,62.229,90.37,8.21,24/11/2016 17:31,2016-11-24,17:31:00
464,62.836000000000006,91.56,6.21,24/11/2016 17:31,2016-11-24,17:31:00
465,56.45399999999999,80.52,8.21,24/11/2016 17:32,2016-11-24,17:32:00
466,44.51,91.38,14.24,24/11/2016 17:32,2016-11-24,17:32:00
467,21.168000000000003,91.33,14.16,24/11/2016 17:33,2016-11-24,17:33:00
468,18.95,91.77,14.11,24/11/2016 17:33,2016-11-24,17:33:00
469,20.067999999999998,92.27,13.84,24/11/2016 17:34,2016-11-24,17:34:00
470,22.003,90.48,14.11,24/11/2016 17:34,2016-11-24,17:34:00
471,22.340999999999998,89.54,13.14,24/11/2016 17:35,2016-11-24,17:35:00
472,22.414,91.48,14.19,24/11/2016 17:35,2016-11-24,17:35:00
473,19.366,92.48,13.78,24/11/2016 17:36,2016-11-24,17:36:00
474,18.854,91.63,14.05,24/11/2016 17:36,2016-11-24,17:36:00
475,18.137,92.32,14.33,24/11/2016 17:37,2016-11-24,17:37:00
476,23.203000000000003,92.35,13.84,24/11/2016 17:37,2016-11-24,17:37:00
477,25.659000000000002,90.97,14.11,24/11/2016 17:38,2016-11-24,17:38:00
478,21.342,91.75,14.25,24/11/2016 17:38,2016-11-24,17:38:00
479,19.416,89.66,14.27,24/11/2016 17:39,2016-11-24,17:39:00
480,20.924,91.57,14.49,24/11/2016 17:39,2016-11-24,17:39:00
481,18.632,91.99,13.89,24/11/2016 17:40,2016-11-24,17:40:00
482,21.057,92.24,14.31,24/11/2016 17:40,2016-11-24,17:40:00
483,25.258000000000003,92.31,13.78,24/11/2016 17:41,2016-11-24,17:41:00
484,21.565,91.53,14.26,24/11/2016 17:41,2016-11-24,17:41:00
485,20.514,92.27,13.76,24/11/2016 17:42,2016-11-24,17:42:00
486,21.026999999999997,90.41,13.6,24/11/2016 17:43,2016-11-24,17:43:00
487,19.977999999999998,91.7,14.03,24/11/2016 17:43,2016-11-24,17:43:00
488,17.708,91.62,14.3,24/11/2016 17:44,2016-11-24,17:44:00
489,21.897,88.53,14.27,24/11/2016 17:44,2016-11-24,17:44:00
490,20.145,92.39,14.15,24/11/2016 17:45,2016-11-24,17:45:00
491,20.559,91.75,14.12,24/11/2016 17:45,2016-11-24,17:45:00
492,20.27,92.37,14.09,24/11/2016 17:46,2016-11-24,17:46:00
493,19.548,89.24,14.16,24/11/2016 17:46,2016-11-24,17:46:00
494,19.444000000000003,72.95,13.76,24/11/2016 17:47,2016-11-24,17:47:00
495,20.496,92.41,13.4,24/11/2016 17:47,2016-11-24,17:47:00
496,17.816,92.41,13.68,24/11/2016 17:48,2016-11-24,17:48:00
497,20.223,92.27,13.88,24/11/2016 17:48,2016-11-24,17:48:00
498,20.649,90.04,13.89,24/11/2016 17:49,2016-11-24,17:49:00
499,21.587,90.4,13.87,24/11/2016 17:49,2016-11-24,17:49:00
500,20.607,92.12,14.21,24/11/2016 17:50,2016-11-24,17:50:00
501,18.599,91.89,14.04,24/11/2016 17:50,2016-11-24,17:50:00
502,21.215999999999998,91.05,14.04,24/11/2016 17:51,2016-11-24,17:51:00
503,19.968,89.19,14.07,24/11/2016 17:51,2016-11-24,17:51:00
504,20.245,92.02,14.06,24/11/2016 17:52,2016-11-24,17:52:00
505,20.592,92.59,13.76,24/11/2016 17:52,2016-11-24,17:52:00
506,20.502,91.11,13.88,24/11/2016 17:53,2016-11-24,17:53:00
507,18.1,89.88,14.18,24/11/2016 17:53,2016-11-24,17:53:00
508,18.842,92.01,13.93,24/11/2016 17:54,2016-11-24,17:54:00
509,18.914,90.04,14.13,24/11/2016 17:54,2016-11-24,17:54:00
510,19.557000000000002,90.5,14.13,24/11/2016 17:55,2016-11-24,17:55:00
511,20.483,92.08,14.14,24/11/2016 17:55,2016-11-24,17:55:00
512,19.929000000000002,90.45,13.95,24/11/2016 17:56,2016-11-24,17:56:00
513,20.102,91.52,14.16,24/11/2016 17:56,2016-11-24,17:56:00
514,20.588,90.18,14.31,24/11/2016 17:57,2016-11-24,17:57:00
515,18.254,89.11,13.62,24/11/2016 17:57,2016-11-24,17:57:00
516,20.47,92.62,13.49,24/11/2016 17:58,2016-11-24,17:58:00
517,21.694000000000003,92.61,13.62,24/11/2016 17:58,2016-11-24,17:58:00
518,20.484,91.0,14.44,24/11/2016 17:59,2016-11-24,17:59:00
519,23.434,91.51,14.11,24/11/2016 17:59,2016-11-24,17:59:00
520,24.961,88.51,8.5,24/11/2016 18:00,2016-11-24,18:00:00
521,20.062,91.08,13.9,24/11/2016 18:00,2016-11-24,18:00:00
522,17.464000000000002,88.37,14.46,24/11/2016 18:01,2016-11-24,18:01:00
523,20.219,90.26,14.0,24/11/2016 18:01,2016-11-24,18:01:00
524,18.363,92.06,14.55,24/11/2016 18:02,2016-11-24,18:02:00
525,21.175,92.59,14.46,24/11/2016 18:02,2016-11-24,18:02:00
526,19.994,91.78,14.27,24/11/2016 18:03,2016-11-24,18:03:00
527,26.073,90.23,14.42,24/11/2016 18:03,2016-11-24,18:03:00
528,21.29,83.78,14.44,24/11/2016 18:04,2016-11-24,18:04:00
529,19.105999999999998,91.87,14.05,24/11/2016 18:04,2016-11-24,18:04:00
530,19.948,91.99,14.21,24/11/2016 18:05,2016-11-24,18:05:00
531,19.766,92.0,14.21,24/11/2016 18:05,2016-11-24,18:05:00
532,20.605,90.61,14.06,24/11/2016 18:06,2016-11-24,18:06:00
533,20.541999999999998,92.51,14.13,24/11/2016 18:06,2016-11-24,18:06:00
534,20.061,92.09,9.55,24/11/2016 18:07,2016-11-24,18:07:00
535,19.83,88.75,14.18,24/11/2016 18:07,2016-11-24,18:07:00
536,22.949,87.02,13.98,24/11/2016 18:08,2016-11-24,18:08:00
537,22.737,90.1,14.12,24/11/2016 18:08,2016-11-24,18:08:00
538,19.155,92.51,14.19,24/11/2016 18:09,2016-11-24,18:09:00
539,19.435,92.37,14.12,24/11/2016 18:09,2016-11-24,18:09:00
540,19.733,90.16,14.45,24/11/2016 18:10,2016-11-24,18:10:00
541,21.346999999999998,90.8,14.13,24/11/2016 18:10,2016-11-24,18:10:00
542,21.858,91.46,14.5,24/11/2016 18:11,2016-11-24,18:11:00
543,18.934,90.05,14.34,24/11/2016 18:11,2016-11-24,18:11:00
544,18.917,85.75,14.23,24/11/2016 18:12,2016-11-24,18:12:00
545,20.914,90.17,13.97,24/11/2016 18:12,2016-11-24,18:12:00
546,26.676,89.66,13.9,24/11/2016 18:13,2016-11-24,18:13:00
547,24.697,88.2,13.48,24/11/2016 18:13,2016-11-24,18:13:00
548,18.137999999999998,90.84,8.51,24/11/2016 18:14,2016-11-24,18:14:00
549,21.394000000000002,89.07,13.85,24/11/2016 18:14,2016-11-24,18:14:00
550,19.796,91.62,13.98,24/11/2016 18:15,2016-11-24,18:15:00
551,21.959,90.22,13.53,24/11/2016 18:15,2016-11-24,18:15:00
552,20.708000000000002,90.85,13.75,24/11/2016 18:16,2016-11-24,18:16:00
553,17.668,87.63,14.33,24/11/2016 18:16,2016-11-24,18:16:00
554,24.898000000000003,91.07,8.15,24/11/2016 18:17,2016-11-24,18:17:00
555,52.332,89.89,8.28,24/11/2016 18:17,2016-11-24,18:17:00
556,54.843999999999994,90.89,7.76,24/11/2016 18:18,2016-11-24,18:18:00
557,55.586999999999996,88.34,13.47,24/11/2016 18:18,2016-11-24,18:18:00
558,21.638,92.25,13.71,24/11/2016 18:19,2016-11-24,18:19:00
559,20.035999999999998,90.63,13.74,24/11/2016 18:19,2016-11-24,18:19:00
560,21.624000000000002,92.34,13.72,24/11/2016 18:20,2016-11-24,18:20:00
561,23.16,91.43,13.7,24/11/2016 18:20,2016-11-24,18:20:00
562,20.829,92.09,13.87,24/11/2016 18:21,2016-11-24,18:21:00
563,19.457,91.65,14.29,24/11/2016 18:21,2016-11-24,18:21:00
564,19.75,90.8,14.11,24/11/2016 18:22,2016-11-24,18:22:00
565,23.035,88.22,14.17,24/11/2016 18:22,2016-11-24,18:22:00
566,20.33,88.08,14.03,24/11/2016 18:23,2016-11-24,18:23:00
567,17.697,90.32,13.5,24/11/2016 18:23,2016-11-24,18:23:00
568,24.363000000000003,88.85,13.52,24/11/2016 18:24,2016-11-24,18:24:00
569,23.473000000000003,91.72,13.84,24/11/2016 18:24,2016-11-24,18:24:00
570,19.552,92.17,13.35,24/11/2016 18:25,2016-11-24,18:25:00
571,19.129,91.12,13.94,24/11/2016 18:26,2016-11-24,18:26:00
572,20.84,92.3,13.72,24/11/2016 18:26,2016-11-24,18:26:00
573,18.903,91.06,13.85,24/11/2016 18:27,2016-11-24,18:27:00
574,20.691,75.65,13.77,24/11/2016 18:27,2016-11-24,18:27:00
575,21.206,91.19,13.54,24/11/2016 18:28,2016-11-24,18:28:00
576,18.649,87.3,13.88,24/11/2016 18:28,2016-11-24,18:28:00
577,23.095,87.85,14.21,24/11/2016 18:29,2016-11-24,18:29:00
578,20.65,91.59,14.53,24/11/2016 18:29,2016-11-24,18:29:00
579,19.947,90.54,13.96,24/11/2016 18:30,2016-11-24,18:30:00
580,18.595,91.62,13.65,24/11/2016 18:30,2016-11-24,18:30:00
581,21.49,86.26,13.3,24/11/2016 18:31,2016-11-24,18:31:00
582,18.449,91.11,13.73,24/11/2016 18:31,2016-11-24,18:31:00
583,19.274,92.06,13.6,24/11/2016 18:32,2016-11-24,18:32:00
584,16.611,90.97,13.47,24/11/2016 18:32,2016-11-24,18:32:00
585,18.003,87.67,13.65,24/11/2016 18:33,2016-11-24,18:33:00
586,17.738,91.67,13.88,24/11/2016 18:33,2016-11-24,18:33:00
587,21.000999999999998,85.65,14.07,24/11/2016 18:34,2016-11-24,18:34:00
588,19.207,91.38,14.08,24/11/2016 18:34,2016-11-24,18:34:00
589,21.836,84.74,13.43,24/11/2016 18:35,2016-11-24,18:35:00
590,23.799,91.17,14.31,24/11/2016 18:35,2016-11-24,18:35:00
591,17.687,85.12,13.66,24/11/2016 18:36,2016-11-24,18:36:00
592,20.074,88.97,9.21,24/11/2016 18:36,2016-11-24,18:36:00
593,20.535,86.61,13.72,24/11/2016 18:37,2016-11-24,18:37:00
594,18.617,86.74,13.73,24/11/2016 18:37,2016-11-24,18:37:00
595,20.704,91.53,14.02,24/11/2016 18:38,2016-11-24,18:38:00
596,18.259,91.77,13.87,24/11/2016 18:38,2016-11-24,18:38:00
597,19.609,90.42,14.09,24/11/2016 18:39,2016-11-24,18:39:00
598,19.064,91.16,14.28,24/11/2016 18:39,2016-11-24,18:39:00
599,20.253,90.34,13.77,24/11/2016 18:40,2016-11-24,18:40:00
600,22.819000000000003,89.17,14.23,24/11/2016 18:40,2016-11-24,18:40:00
601,18.038,90.27,14.54,24/11/2016 18:41,2016-11-24,18:41:00
602,20.787,90.94,14.22,24/11/2016 18:41,2016-11-24,18:41:00
603,20.604,90.68,14.26,24/11/2016 18:42,2016-11-24,18:42:00
604,20.905,88.65,14.17,24/11/2016 18:42,2016-11-24,18:42:00
605,19.762,89.09,14.15,24/11/2016 18:43,2016-11-24,18:43:00
606,17.83,87.93,14.08,24/11/2016 18:43,2016-11-24,18:43:00
607,19.706,89.89,13.87,24/11/2016 18:44,2016-11-24,18:44:00
608,21.97,87.76,14.36,24/11/2016 18:44,2016-11-24,18:44:00
609,19.445999999999998,83.81,14.18,24/11/2016 18:45,2016-11-24,18:45:00
610,18.065,87.74,14.24,24/11/2016 18:45,2016-11-24,18:45:00
611,22.022,91.16,14.47,24/11/2016 18:46,2016-11-24,18:46:00
612,19.623,91.36,14.14,24/11/2016 18:46,2016-11-24,18:46:00
613,18.705,91.84,14.18,24/11/2016 18:47,2016-11-24,18:47:00
614,19.648,89.52,14.0,24/11/2016 18:47,2016-11-24,18:47:00
615,24.781999999999996,90.41,13.77,24/11/2016 18:48,2016-11-24,18:48:00
616,24.226,91.38,13.88,24/11/2016 18:49,2016-11-24,18:49:00
617,27.691999999999997,88.79,13.81,24/11/2016 18:49,2016-11-24,18:49:00
618,19.714000000000002,89.9,13.86,24/11/2016 18:50,2016-11-24,18:50:00
619,18.517,92.04,13.86,24/11/2016 18:50,2016-11-24,18:50:00
620,23.322,88.28,13.99,24/11/2016 18:51,2016-11-24,18:51:00
621,21.479,90.05,14.07,24/11/2016 18:51,2016-11-24,18:51:00
622,18.426,90.41,14.15,24/11/2016 18:52,2016-11-24,18:52:00
623,19.131,88.83,14.12,24/11/2016 18:52,2016-11-24,18:52:00
624,20.171,91.04,14.14,24/11/2016 18:53,2016-11-24,18:53:00
625,17.712,88.23,14.01,24/11/2016 18:53,2016-11-24,18:53:00
626,21.089000000000002,90.16,14.19,24/11/2016 18:54,2016-11-24,18:54:00
627,18.271,90.66,14.32,24/11/2016 18:54,2016-11-24,18:54:00
628,16.715999999999998,90.79,14.43,24/11/2016 18:55,2016-11-24,18:55:00
629,20.406,88.83,14.22,24/11/2016 18:55,2016-11-24,18:55:00
630,20.012,85.89,14.24,24/11/2016 18:56,2016-11-24,18:56:00
631,22.776,86.71,14.35,24/11/2016 18:56,2016-11-24,18:56:00
632,21.436999999999998,88.8,13.91,24/11/2016 18:57,2016-11-24,18:57:00
633,23.221,83.11,13.41,24/11/2016 18:57,2016-11-24,18:57:00
634,20.229,91.04,13.89,24/11/2016 18:58,2016-11-24,18:58:00
635,20.237000000000002,91.33,14.02,24/11/2016 18:58,2016-11-24,18:58:00
636,20.430999999999997,89.15,14.08,24/11/2016 18:59,2016-11-24,18:59:00
637,18.71,87.93,14.19,24/11/2016 18:59,2016-11-24,18:59:00
638,22.444000000000003,79.42,6.87,24/11/2016 19:00,2016-11-24,19:00:00
639,22.17,89.62,14.48,24/11/2016 19:00,2016-11-24,19:00:00
640,20.748,85.52,14.06,24/11/2016 19:01,2016-11-24,19:01:00
641,22.259,90.3,13.86,24/11/2016 19:01,2016-11-24,19:01:00
642,18.607,84.59,13.5,24/11/2016 19:02,2016-11-24,19:02:00
643,19.104,87.31,13.99,24/11/2016 19:02,2016-11-24,19:02:00
644,17.316,84.72,14.28,24/11/2016 19:03,2016-11-24,19:03:00
645,19.767,86.3,13.83,24/11/2016 19:03,2016-11-24,19:03:00
646,19.404,87.1,13.57,24/11/2016 19:04,2016-11-24,19:04:00
647,18.202,89.59,14.21,24/11/2016 19:04,2016-11-24,19:04:00
648,21.895,84.36,14.02,24/11/2016 19:05,2016-11-24,19:05:00
649,19.598,87.46,14.25,24/11/2016 19:05,2016-11-24,19:05:00
650,19.052,88.81,13.55,24/11/2016 19:06,2016-11-24,19:06:00
651,17.349,75.29,14.39,24/11/2016 19:06,2016-11-24,19:06:00
652,21.164,84.18,14.12,24/11/2016 19:07,2016-11-24,19:07:00
653,19.757,88.41,13.95,24/11/2016 19:07,2016-11-24,19:07:00
654,21.59,83.09,13.79,24/11/2016 19:08,2016-11-24,19:08:00
655,17.428,83.86,13.99,24/11/2016 19:08,2016-11-24,19:08:00
656,23.409000000000002,87.0,12.6,24/11/2016 19:09,2016-11-24,19:09:00
657,18.122,88.76,14.41,24/11/2016 19:09,2016-11-24,19:09:00
658,18.846,90.67,13.83,24/11/2016 19:10,2016-11-24,19:10:00
659,22.125999999999998,86.04,14.22,24/11/2016 19:10,2016-11-24,19:10:00
660,19.223,87.12,12.16,24/11/2016 19:11,2016-11-24,19:11:00
661,21.666999999999998,85.63,14.35,24/11/2016 19:11,2016-11-24,19:11:00
662,19.038,88.73,14.4,24/11/2016 19:12,2016-11-24,19:12:00
663,21.831,84.15,14.43,24/11/2016 19:12,2016-11-24,19:12:00
664,18.812,89.0,14.16,24/11/2016 19:13,2016-11-24,19:13:00
665,18.158,86.3,14.13,24/11/2016 19:14,2016-11-24,19:14:00
666,21.874000000000002,86.07,13.94,24/11/2016 19:14,2016-11-24,19:14:00
667,23.073,83.97,14.18,24/11/2016 19:15,2016-11-24,19:15:00
668,20.951999999999998,88.67,14.35,24/11/2016 19:15,2016-11-24,19:15:00
669,19.397000000000002,84.86,14.35,24/11/2016 19:16,2016-11-24,19:16:00
670,20.117,84.99,14.33,24/11/2016 19:16,2016-11-24,19:16:00
671,17.995,86.21,6.88,24/11/2016 19:17,2016-11-24,19:17:00
